Start Date,End Date,Portfolio name,Currency,Campaign Name,Country,Ad Group Name,Retailer,Targeting,Match Type,Impressions,Top-of-search Impression Share,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Sales ,7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MP product targeting,United States,mini fuse beads - maual - product targeting,Amazon,"asin=""B08QV9CMFQ""",-,356,39.7900%,22,6.1798%,$1.40,$30.80,22.6604%,4.41,$135.92,4,4,18.1818%,2,2,$65.96,$69.96
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - manual - product targeting,United States,embroidery beginner - manual - product targeting,Amazon,"asin=""B087DYHMZ2""",-,1501,9.3300%,45,2.9980%,$0.87,$38.96,30.4613%,3.28,$127.90,5,5,11.1111%,4,1,$107.92,$19.98
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - manual - product targeting,United States,embroidery beginner - manual - product targeting,Amazon,"asin=""B08TC7423N""",-,172,15.3400%,13,7.5581%,$0.81,$10.53,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Embroidery for kids,USD,embroidery beginner - manual - product targeting,United States,embroidery beginner - manual - product targeting,Amazon,"asin=""B00U7RSBHA""",-,3,15.7900%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - manual - product targeting,United States,latch hook - manual - product targeting,Amazon,"asin=""B06XRRN4VL""",-,2247,4.8900%,27,1.2016%,$1.00,$27.10,108.4868%,0.92,$24.98,1,1,3.7037%,1,0,$24.98,$0.00
"Feb 11, 2026","Feb 16, 2026",Latch hook kits,USD,latch hook - manual - product targeting,United States,latch hook - manual - product targeting,Amazon,"asin=""B07LC47M8F""",-,12,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - manual - product targeting,United States,latch hook - manual - product targeting,Amazon,"asin=""B086XBRHK6""",-,26,0.2800%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - manual - product targeting,United States,latch hook - manual - product targeting,Amazon,"asin=""B07CH4KDXD""",-,2,50.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - manual - product targeting,United States,fairy sewing - manual - product targeting,Amazon,"asin=""B091GXM2Y6""",-,415,13.5600%,14,3.3735%,$1.17,$16.39,24.8559%,4.02,$65.94,3,3,21.4286%,3,0,$65.94,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - manual - product targeting,United States,fairy sewing - manual - product targeting,Amazon,"asin=""B089MCPDRS""",-,263,6.9800%,1,0.3802%,$1.11,$1.11,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - manual - product targeting,United States,fairy sewing - manual - product targeting,Amazon,"asin=""B08PKFHCMS""",-,409,42.7700%,4,0.9780%,$1.82,$7.30,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - manual - product targeting,United States,fairy sewing - manual - product targeting,Amazon,"asin=""B07P76D9S2""",-,22,4.2600%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,SO | Embroidery Kit | B0DC69M3YD | SPM | PT | 4 flowers,United States,4 flowers - manual - product targeting,Amazon,"asin=""B0BB9N74SG""",-,1794,7.9000%,25,1.3935%,$1.11,$27.86,111.5292%,0.90,$24.98,1,1,4.0000%,1,0,$24.98,$0.00
"Feb 11, 2026","Feb 16, 2026",4 Flowers embroidery,USD,SO | Embroidery Kit | B0DC69M3YD | SPM | PT | 4 flowers,United States,4 flowers - manual - product targeting,Amazon,"asin=""B0C8F87C6Y""",-,451,7.1700%,6,1.3304%,$1.02,$6.11,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,SO | Embroidery Kit | B0BWSGRTB1| SPM | PT | Brand's ASINs,United States,shield product - stitch dictionary flowers,Amazon,"asin=""B0DC69M3YD""",-,401,0.7500%,4,0.9975%,$0.40,$1.60,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield product - cross stitch kits,United States,shield product - cross stitch kits,Amazon,"asin=""B08DDJCQKF""",-,8008,7.4900%,127,1.5859%,$0.80,$101.01,50.5556%,1.98,$199.80,9,10,7.0866%,9,1,$179.82,$19.98
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield brand name - manual and broad,United States,shield brand name - manual and broad,Amazon,craftiloo,EXACT,248,100.0000%,8,3.2258%,$0.61,$4.86,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield brand name - manual and broad,United States,shield brand name - manual and broad,Amazon,craftiloo,PHRASE,5532,85.4200%,46,0.8315%,$0.91,$41.98,26.4258%,3.78,$158.86,7,7,15.2174%,2,5,$39.96,$118.90
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield product - latch hook kits,United States,shield product - latch hook kits,Amazon,"asin=""B08FYH13CL""",-,6645,14.1100%,75,1.1287%,$0.84,$62.90,24.6880%,4.05,$254.78,10,11,13.3333%,6,5,$144.88,$109.90
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,ballerina sewing - manual TOS crafts for kids PUSH,United States,ballerina sewing - manual TOS crafts for kids PUSH,Amazon,crafts for kids,EXACT,1014,0.4900%,12,1.1834%,$0.58,$6.96,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,cross girl - manual TOS beginner cross stitch kits PUSH,United States,cross girl - manual TOS beginner cross stitch kits PUSH,Amazon,beginner cross stitch kits,EXACT,136,1.0800%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,48 mini beads - SP  mini perler TOS push,United States,48 mini beads - SP  mini perler TOS push,Amazon,mini perler,EXACT,22,50.0000%,1,4.5455%,$0.72,$0.72,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads TOS push - mini root other,United States,mini fuse beads TOS push - mini root other,Amazon,mini fuse bead,EXACT,316,0.0000%,4,1.2658%,$0.57,$2.30,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads TOS push - mini root other,United States,mini fuse beads TOS push - mini root other,Amazon,mini fuse beads kit,EXACT,21,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads TOS push - mini root other,United States,mini fuse beads TOS push - mini root other,Amazon,mini perler beads,EXACT,94,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads TOS push - mini root other,United States,mini fuse beads TOS push - mini root other,Amazon,mini perler beads kit,EXACT,3,6.2500%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers- shield brand self target,United States,SO | Product Name | B0DC69M3YD| SPM | PT | STPP,Amazon,"asin=""B0DC69M3YD""",-,1476,12.9600%,24,1.6260%,$0.84,$20.07,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",4 Flowers embroidery,USD,SO | Embroidery Kit | B0DC69M3YD | SPM | PT | 4 flowers,United States,4 flowers - manual - product targeting,Amazon,"asin=""B0DP654CSV""",-,17,1.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 16, 2026",4 Flowers embroidery,USD,SO | Embroidery Kit | B0DC69M3YD | SPM | PT | 4 flowers,United States,4 flowers - manual - product targeting,Amazon,"asin=""B0DPF8X4RD""",-,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,cross girl - SPM brand shield,United States,cross girl - SPM brand shield,Amazon,craftiloo,BROAD,91,0.0000%,2,2.1978%,$0.42,$0.84,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,SO | Emroidery Kit | SPM | Defence | Brand KW,United States,SO | Emroidery Kit | SPM | Defence | Brand KW,Amazon,craftiloo,PHRASE,194,2.1300%,2,1.0309%,$0.57,$1.13,4.5236%,22.11,$24.98,1,1,50.0000%,1,0,$24.98,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - SPM for kids root TOS,United States,latch hook - SPM for kids root TOS,Amazon,latch hook kit for kids,EXACT,3173,27.1400%,50,1.5758%,$1.14,$56.88,39.2655%,2.55,$144.86,7,7,14.0000%,6,1,$119.88,$24.98
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - SPM for kids root TOS,United States,latch hook - SPM for kids root TOS,Amazon,kids latch hook kits,EXACT,338,50.7500%,7,2.0710%,$1.01,$7.05,35.2853%,2.83,$19.98,1,1,14.2857%,1,0,$19.98,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - shield brand asins,United States,SO | Embroidery Kit | B0DC69M3YD | PT | Brand Asins,Amazon,"asin=""B0DC69M3YD""",-,229,2.9900%,7,3.0568%,$0.74,$5.18,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - shield brand asins,United States,SO | Embroidery Kit | B0DC69M3YD | PT | Brand Asins,Amazon,"asin=""B0CP2KCF9R""",-,45,48.3300%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - shield brand asins,United States,SO | Embroidery Kit | B0DC69M3YD | PT | Brand Asins,Amazon,"asin=""B0CT962TMN""",-,2,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - shield brand asins,United States,SO | Embroidery Kit | B0DC69M3YD | PT | Brand Asins,Amazon,"asin=""B0CKTS6ZFZ""",-,2,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - shield brand asins,United States,SO | Embroidery Kit | B0DC69M3YD | PT | Brand Asins,Amazon,"asin=""B0C8PHS3FS""",-,14,16.6700%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - shield brand asins,United States,SO | Embroidery Kit | B0DC69M3YD | PT | Brand Asins,Amazon,"asin=""B0C5S1FW5L""",-,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - shield brand asins,United States,SO | Embroidery Kit | B0DC69M3YD | PT | Brand Asins,Amazon,"asin=""B0BPDCDXNK""",-,56,0.6900%,1,1.7857%,$0.54,$0.54,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - shield brand asins,United States,SO | Embroidery Kit | B0DC69M3YD | PT | Brand Asins,Amazon,"asin=""B0BWSGRTB1""",-,19,6.6700%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",4 Flowers embroidery,USD,4 flowers - shield brand asins,United States,SO | Embroidery Kit | B0DC69M3YD | PT | Brand Asins,Amazon,"asin=""B0BJ9DY444""",-,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM fairy sewing kit for kids TOS,United States,fairy sewing - SPM fairy sewing kit for kids TOS,Amazon,fairy sewing kit for kids,EXACT,12,53.8500%,3,25.0000%,$0.41,$1.24,5.6415%,17.73,$21.98,1,1,33.3333%,1,0,$21.98,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM other root TOS,United States,latch hook pillow - SPM other root TOS,Amazon,latch kit,EXACT,10,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM other root TOS,United States,latch hook pillow - SPM other root TOS,Amazon,latch hook rug kit,EXACT,92,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM other root TOS,United States,latch hook pillow - SPM other root TOS,Amazon,latch hook rug kits for kids,EXACT,697,0.0000%,5,0.7174%,$0.52,$2.58,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM other root TOS,United States,latch hook pillow - SPM other root TOS,Amazon,hook rug kits for kids,EXACT,287,0.0000%,2,0.6969%,$0.52,$1.03,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit root TOS,United States,cat knitting - SPM knitting kit root TOS,Amazon,girls knitting kit,EXACT,3,25.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit root TOS,United States,cat knitting - SPM knitting kit root TOS,Amazon,kids knitting kit,EXACT,5,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,United States,cross embroidery - SPM broad and phrase,Amazon,embroidery kit for kids,BROAD,76,9.3800%,6,7.8947%,$0.68,$4.08,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,United States,cross embroidery - SPM broad and phrase,Amazon,embroidery kit for kids,PHRASE,346,15.3900%,16,4.6243%,$0.78,$12.46,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,United States,cross embroidery - SPM broad and phrase,Amazon,kids embroidery kit,BROAD,45,13.6700%,3,6.6667%,$0.68,$2.04,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,United States,cross embroidery - SPM broad and phrase,Amazon,kids needlepoint,BROAD,725,22.2000%,49,6.7586%,$0.68,$33.15,42.5436%,2.35,$77.92,4,4,8.1633%,3,1,$59.94,$17.98
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,United States,cross embroidery - SPM broad and phrase,Amazon,cross stitch kit for kids,PHRASE,17,2.0700%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,United States,cross embroidery - SPM broad and phrase,Amazon,cross stitch kits for kids,PHRASE,246,17.0600%,13,5.2846%,$0.86,$11.23,23.9140%,4.18,$46.96,2,2,15.3846%,1,1,$19.98,$26.98
"Feb 17, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MP product targeting,United States,mini fuse beads - maual - product targeting,Amazon,"asin=""B0FYDX4VYT""",-,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MP product targeting,United States,mini fuse beads - maual - product targeting,Amazon,"asin=""B0CBTKKTF9""",-,1,100.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM SK kids sewing kits age 5-8 TOS,United States,fairy sewing - SPM SK kids sewing kits age 5-8 TOS,Amazon,kids sewing kits age 5-8,EXACT,10734,19.3600%,103,0.9596%,$0.95,$97.98,36.8679%,2.71,$265.76,10,12,9.7087%,11,1,$241.78,$23.98
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM SK doll making kit TOS,United States,fairy sewing - SPM SK doll making kit TOS,Amazon,doll making kit,EXACT,242,21.4500%,3,1.2397%,$1.14,$3.43,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK embroidery for beginners TOS,United States,4 flowers - SPM SK embroidery for beginners TOS,Amazon,embroidery for beginners,EXACT,3811,43.3000%,56,1.4694%,$1.03,$57.59,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM SK latch hook kits for beginners TOS,United States,latch hook pillow - SPM SK latch hook kits for beginners TOS,Amazon,latch hook kits for beginners,EXACT,130,27.0100%,6,4.6154%,$1.22,$7.31,29.2634%,3.42,$24.98,1,1,16.6667%,1,0,$24.98,$0.00
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MP product targeting,United States,princess lacing - SPM MP product targeting,Amazon,"asin=""B0CP8VJ56S""",-,1488,35.6300%,69,4.6371%,$1.47,$101.27,72.4081%,1.38,$139.86,6,7,8.6957%,7,0,$139.86,$0.00
"Feb 12, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MP product targeting,United States,princess lacing - SPM MP product targeting,Amazon,"asin=""B00JM5G05I""",-,9,18.1800%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MP product targeting,United States,princess lacing - SPM MP product targeting,Amazon,"asin=""B0D3LVN8JW""",-,19,34.2900%,1,5.2632%,$0.55,$0.55,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MP product targeting,United States,princess lacing - SPM MP product targeting,Amazon,"asin=""B0B58BZ5KV""",-,12,30.7700%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MK lacing root TOS,United States,princess lacing - SPM MK lacing root TOS,Amazon,lacing cards for toddlers,EXACT,3,16.1300%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MK lacing root TOS,United States,princess lacing - SPM MK lacing root TOS,Amazon,lacing cards,EXACT,126,10.6900%,6,4.7619%,$1.37,$8.22,41.1411%,2.43,$19.98,1,1,16.6667%,1,0,$19.98,$0.00
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MK lacing root TOS,United States,princess lacing - SPM MK lacing root TOS,Amazon,lacing toy,EXACT,66,19.7700%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit for kids TOS,United States,latch hook pillow - SPM latch hook kit for kids TOS,Amazon,latch hook kit for kids,EXACT,884,28.4900%,50,5.6561%,$1.28,$64.21,25.7046%,3.89,$249.80,10,10,20.0000%,7,3,$174.86,$74.94
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPA auto,United States,latch hook pillow - SPA auto,Amazon,loose-match,-,415,3.5100%,20,4.8193%,$0.60,$11.98,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Latch Hook Pillow,USD,latch hook pillow - SPA auto,United States,latch hook pillow - SPA auto,Amazon,complements,-,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPA auto,United States,latch hook pillow - SPA auto,Amazon,substitutes,-,39,0.8300%,2,5.1282%,$0.64,$1.28,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM hook rug kits for kids TOS,United States,latch hook pillow - SPM hook rug kits for kids TOS,Amazon,hook rug kits for kids,EXACT,126,28.0500%,5,3.9683%,$0.80,$4.00,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook pillow kit TOS,United States,latch hook pillow - SPM latch hook pillow kit TOS,Amazon,latch hook pillow kit,EXACT,87,6.1200%,3,3.4483%,$1.06,$3.17,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for kids TOS,United States,cat knitting - SPM knitting kit for kids TOS,Amazon,knitting kit for kids,EXACT,1128,24.9100%,6,0.5319%,$1.22,$7.32,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit root TOS,United States,latch hook pillow - SPM latch hook kit root TOS,Amazon,latch hook kits for kids,EXACT,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit root TOS,United States,latch hook pillow - SPM latch hook kit root TOS,Amazon,latch hook kits,EXACT,529,1.3500%,6,1.1342%,$0.80,$4.82,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit root TOS,United States,latch hook pillow - SPM latch hook kit root TOS,Amazon,latch hook kit for kids,EXACT,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit root TOS,United States,latch hook pillow - SPM latch hook kit root TOS,Amazon,kids latch hook kits,EXACT,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit root TOS,United States,latch hook pillow - SPM latch hook kit root TOS,Amazon,beginner latch hook kits for kids,EXACT,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for kids ages 8-12 TOS,United States,cat knitting - SPM knitting kit for kids ages 8-12 TOS,Amazon,knitting kit for kids ages 8-12,EXACT,1,3.0300%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield product - latch hook pillow,United States,shield product - latch hook pillow,Amazon,"asin=""B0F8R652FX""",-,561,13.5600%,13,2.3173%,$0.73,$9.46,23.6737%,4.22,$39.96,1,2,7.6923%,2,0,$39.96,$0.00
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield product - latch hook pillow,United States,shield product - latch hook pillow,Amazon,"asin=""B0FHMRQWRX""",-,220,36.8900%,4,1.8182%,$0.72,$2.88,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,United States,latch hook pillow - SPM broad,Amazon,latch hook kit,BROAD,275,17.0000%,5,1.8182%,$0.80,$3.98,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,United States,latch hook pillow - SPM broad,Amazon,latch hook kit,PHRASE,1,25.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,United States,latch hook pillow - SPM broad,Amazon,latch hook kits,BROAD,3757,3.0700%,17,0.4525%,$0.82,$13.87,27.7622%,3.60,$49.96,2,2,11.7647%,2,0,$49.96,$0.00
"Feb 12, 2026","Feb 16, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,United States,latch hook pillow - SPM broad,Amazon,latch hook kits,PHRASE,6,33.3300%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,United States,latch hook pillow - SPM broad,Amazon,latch hook kit for kids,BROAD,2651,4.9100%,40,1.5089%,$0.90,$35.90,29.9416%,3.34,$119.90,5,5,12.5000%,3,2,$74.94,$44.96
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,United States,latch hook pillow - SPM broad,Amazon,latch hook pillow kit,BROAD,13030,8.2500%,44,0.3377%,$0.76,$33.46,26.7894%,3.73,$124.90,5,5,11.3636%,3,2,$74.94,$49.96
"Feb 11, 2026","Feb 14, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,United States,latch hook pillow - SPM broad,Amazon,latch hook pillow kit,PHRASE,3,50.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
