Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Retailer,Country,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,substitutes,-,b00w5tkt6o,1,1,100.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b01cuy7se4,17,1,5.8824%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b01l5xl49g,126,7,5.5556%,$0.29,$2.04,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b01n55k1f9,2,1,50.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Latch hook kits,USD,Latch Hook kits - SP - Auto,Latch Hook kits - SP - Auto Ad Group,Amazon,United States,substitutes,-,b06xrrn4vl,10,1,10.0000%,$0.21,$0.21,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 16, 2026",Latch hook kits,USD,Latch Hook kits - SP - Product Target,Latch Hook kits - SP - Product Target Ad Group,Amazon,United States,"asin=""B06XRRN4VL""",-,b06xrrn4vl,32,2,6.2500%,$0.31,$0.62,$24.98,2.4820%,40.29,1,1,50.0000%,0,1,$0.00,$24.98
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - manual - product targeting,latch hook - manual - product targeting,Amazon,United States,"asin=""B06XRRN4VL""",-,b06xrrn4vl,1852,18,0.9719%,$1.05,$18.92,$24.98,75.7406%,1.32,1,1,5.5556%,1,0,$24.98,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b072c1n3fy,1,1,100.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b072jh19f8,390,17,4.3590%,$0.32,$5.44,$49.96,10.8887%,9.18,2,2,11.7647%,2,0,$49.96,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b072rrphwj,6,1,16.6667%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b0747zgttg,1,1,100.0000%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b0772szgsq,10,1,10.0000%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b078xlqtls,1,1,100.0000%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b07cq56ktw,3,1,33.3333%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b07dwqmm7l,5,1,20.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,complements,-,b07f38q55q,1,1,100.0000%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b07g2pcymw,9,2,22.2222%,$0.34,$0.68,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,complements,-,b07hcv6pgp,1,1,100.0000%,$0.35,$0.35,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b07m8m2rt8,3,1,33.3333%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,substitutes,-,b07pjnxsgf,44,1,2.2727%,$0.25,$0.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b07ppd8q8v,134,2,1.4925%,$0.34,$0.68,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b07td789t8,1,1,100.0000%,$0.26,$0.26,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b07txqh7m2,2,1,50.0000%,$0.31,$0.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b07txqh7m2,2,1,50.0000%,$0.30,$0.30,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,substitutes,-,b07vnpwvzj,85,1,1.1765%,$0.25,$0.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b07wd3vttd,5,1,20.0000%,$0.30,$0.30,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,substitutes,-,b07wfn5wsm,178,2,1.1236%,$0.60,$1.20,$24.98,4.8038%,20.82,1,1,50.0000%,1,0,$24.98,$0.00
"Feb 16, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b07xvdr169,17,2,11.7647%,$0.37,$0.74,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b07y1q3dhv,12,1,8.3333%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b081vwbdq8,2,1,50.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b0824w6lsg,12,1,8.3333%,$0.25,$0.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b0854gqfdt,4,1,25.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b086xbrhk6,13,3,23.0769%,$0.39,$1.17,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b086xbrhk6,53,1,1.8868%,$0.25,$0.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,complements,-,b087dyhmz2,10,2,20.0000%,$0.36,$0.72,$24.98,2.8823%,34.69,1,1,50.0000%,1,0,$24.98,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - manual - product targeting,embroidery beginner - manual - product targeting,Amazon,United States,"asin=""B087DYHMZ2""",-,b087dyhmz2,570,19,3.3333%,$0.82,$15.66,$26.98,58.0430%,1.72,1,1,5.2632%,1,0,$26.98,$0.00
"Feb 17, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - manual - product targeting,fairy sewing - manual - product targeting,Amazon,United States,"asin=""B089MCPDRS""",-,b089mcpdrs,33,1,3.0303%,$1.11,$1.11,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b08bb4fjjm,2,1,50.0000%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08c7swhy7,45,2,4.4444%,$0.34,$0.68,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08cf3btmh,5,1,20.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08ddjcqkf,1546,16,1.0349%,$0.33,$5.20,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 14, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,complements,-,b08ddjcqkf,44,2,4.5455%,$0.37,$0.74,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield product - cross stitch kits,,,United States,"asin=""B08DDJCQKF""",-,b08ddjcqkf,6519,86,1.3192%,$0.79,$68.23,$159.84,42.6864%,2.34,7,8,8.1395%,7,1,$139.86,$19.98
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b08fyh13cl,22,1,4.5455%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Latch hook kits,USD,Latch Hook kits - SP - Auto,Latch Hook kits - SP - Auto Ad Group,Amazon,United States,close-match,-,b08fyh13cl,16,1,6.2500%,$0.16,$0.16,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield product - latch hook kits,,,United States,"asin=""B08FYH13CL""",-,b08fyh13cl,4657,44,0.9448%,$0.82,$35.88,$109.90,32.6479%,3.06,5,5,11.3636%,3,2,$69.94,$39.96
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08jg1n3wn,3,1,33.3333%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08jg37h2y,6,1,16.6667%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08jq47wv1,7,1,14.2857%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08jyf1z9f,12,2,16.6667%,$0.34,$0.68,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08l8bhd4z,22,1,4.5455%,$0.12,$0.12,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b08p4rwh6l,3,1,33.3333%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 14, 2026",fairy family,USD,fairy sewing - manual - product targeting,fairy sewing - manual - product targeting,Amazon,United States,"asin=""B08PKFHCMS""",-,b08pkfhcms,194,4,2.0619%,$1.83,$7.30,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08pp3r3gn,3,1,33.3333%,$0.31,$0.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08qcx1z5v,47,2,4.2553%,$0.34,$0.67,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 14, 2026",fuse beads,USD,mini fuse beads - SPM MP product targeting,mini fuse beads - maual - product targeting,Amazon,United States,"asin=""B08QV9CMFQ""",-,b08qv9cmfq,333,19,5.7057%,$1.39,$26.47,$135.92,19.4747%,5.13,4,4,21.0526%,2,2,$65.96,$69.96
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08sy5k2w7,11,1,9.0909%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b08wrzgft8,2,1,50.0000%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b08yz5vxmh,12,1,8.3333%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,complements,-,b08zrww9fj,1,1,100.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b091dnm2yh,8,1,12.5000%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b091gxm2y6,581,15,2.5818%,$0.34,$5.10,$19.98,25.5255%,3.92,1,1,6.6667%,1,0,$19.98,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - manual - product targeting,fairy sewing - manual - product targeting,Amazon,United States,"asin=""B091GXM2Y6""",-,b091gxm2y6,349,14,4.0115%,$1.17,$16.39,$65.94,24.8559%,4.02,3,3,21.4286%,3,0,$65.94,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b091ydv22k,6,1,16.6667%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b092sw839h,77,1,1.2987%,$0.23,$0.23,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b092sw839h,27,2,7.4074%,$0.14,$0.28,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,complements,-,b092sw839h,5,1,20.0000%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b0932tb3z6,10,1,10.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b09338ydg1,6,1,16.6667%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b093d885nc,2,1,50.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b0949c8pt8,31,1,3.2258%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b096y4zftb,6,1,16.6667%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b0977ntkhy,676,10,1.4793%,$0.32,$3.21,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b09dthqh3q,4,1,25.0000%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b09dthqh3q,137,5,3.6496%,$0.34,$1.70,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b09f9ybhrn,51,2,3.9216%,$0.34,$0.68,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b09f9ybhrn,162,2,1.2346%,$0.32,$0.64,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b09hvdymdk,23,1,4.3478%,$0.16,$0.16,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b09rp9h7ys,1,1,100.0000%,$0.32,$0.32,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b09sg42ch3,1,1,100.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b09slhwvhs,1,1,100.0000%,$0.39,$0.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b09thlvfzk,17469,56,0.3206%,$0.17,$9.60,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,complements,-,b09wn6nq1j,1,1,100.0000%,$0.37,$0.37,$21.98,1.6833%,59.41,1,1,100.0000%,0,1,$0.00,$21.98
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,b09wqsbzy7,4,1,25.0000%,$0.19,$0.19,$26.98,0.7042%,142.00,1,1,100.0000%,0,1,$0.00,$26.98
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,substitutes,-,b09wz763px,2,1,50.0000%,$0.23,$0.23,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b09x55kl2c,220,4,1.8182%,$0.15,$0.61,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,complements,-,b09x55kl2c,6,1,16.6667%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,b09x9ldhkj,49,1,2.0408%,$0.31,$0.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,complements,-,b0b2xl9d8d,113,3,2.6549%,$0.16,$0.48,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.49 - Incrementum,Catch All - Auto - 0.49 - Incrementum,Amazon,United States,close-match,-,b0b3pgpvv5,2,1,50.0000%,$0.17,$0.17,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,complements,-,b0b46csgm8,1,1,100.0000%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
